pickup_borough,pickup_zone_name,route_borough,route_zone_name,no_trips
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Brownsville,55
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Inwood Hill Park,4
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Midtown Center,1310
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Rosedale,1
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Howard Beach,6
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Morningside Heights,265
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-TriBeCa/Civic Center,4865
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Soundview/Castle Hill,21
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Fort Greene,829
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-University Heights/Morris Heights,37
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-West Village,2779
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-South Jamaica,17
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Midtown South,1699
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Green-Wood Cemetery,1
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-West Farms/Bronx River,11
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Elmhurst/Maspeth,91
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-DUMBO/Vinegar Hill,370
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Midtown East,2132
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Great Kills,1
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bensonhurst West,38
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-East Elmhurst,21
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Central Harlem North,527
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-SoHo,1840
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Hollis,2
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Greenwich Village North,2567
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Kingsbridge Heights,17
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Queens Village,7
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Crotona Park,5
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Coney Island,21
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Richmond Hill,16
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Springfield Gardens South,5
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Saint Albans,13
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Washington Heights North,186
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Washington Heights South,340
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Woodhaven,38
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-East Chelsea,2020
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Queensbridge/Ravenswood,31
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Astoria Park,2
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Bedford Park,15
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Yorkville East,824
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-East Harlem South,874
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Allerton/Pelham Gardens,15
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Elmhurst,125
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Boerum Hill,582
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Clinton Hill,991
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Old Astoria,193
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Central Harlem,404
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Willets Point,1
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-South Beach/Dongan Hills,3
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Prospect Heights,488
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Gowanus,200
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Fresh Meadows,10
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Roosevelt Island,40
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Hillcrest/Pomonok,10
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Fordham South,39
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Prospect Park,85
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Woodside,170
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Melrose South,44
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Bellerose,2
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Upper East Side North,907
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Morrisania/Melrose,27
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bedford,1459
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Lincoln Square East,754
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Lower East Side,6009
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Stapleton,5
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Jackson Heights,229
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Erasmus,53
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Saint George/New Brighton,3
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Penn Station/Madison Sq West,2338
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-JFK Airport,1209
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Lenox Hill West,1414
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Williamsburg (North Side),2490
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Far Rockaway,6
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-East Concourse/Concourse Village,55
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Murray Hill,16290
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Soundview/Castle Hill,135
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Brooklyn Navy Yard,111
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Central Harlem,738
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Willets Point,2
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Maspeth,241
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Woodside,407
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Stuyvesant Heights,928
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Astoria,1716
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Greenwich Village North,7625
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Hammels/Arverne,10
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Pelham Bay,14
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-Rossville/Woodrow,4
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Saint Albans,11
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Soundview/Bruckner,16
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Washington Heights North,643
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-West Chelsea/Hudson Yards,9392
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Little Italy/NoLiTa,12632
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Kew Gardens,77
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Union Sq,13108
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-Bloomfield/Emerson Hill,29
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Hamilton Heights,542
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Bensonhurst East,183
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Flatlands,85
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Midtown Center,14841
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Inwood,259
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Park Slope,4232
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Far Rockaway,5
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Spuyten Duyvil/Kingsbridge,119
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Windsor Terrace,850
Manhattan,Financial District North,Manhattan-Queens,Financial District North-East Elmhurst,175
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Hillcrest/Pomonok,64
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Jackson Heights,538
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Co-Op City,16
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-World Trade Center,9258
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Marine Park/Mill Basin,52
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Middle Village,198
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Van Nest/Morris Park,24
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-South Beach/Dongan Hills,33
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Coney Island,90
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Long Island City/Hunters Point,1295
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Elmhurst/Maspeth,126
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Richmond Hill,120
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Kew Gardens Hills,105
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Green-Wood Cemetery,25
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Bronx Park,20
Manhattan,Financial District North,Manhattan-EWR,Financial District North-Newark Airport,2340
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Dyker Heights,261
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-Arrochar/Fort Wadsworth,25
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Bayside,66
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Rosedale,20
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-Oakwood,10
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-City Island,2
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Upper West Side South,2664
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Bedford Park,33
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Lincoln Square East,3044
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-Freshkills Park,1
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Van Cortlandt Village,60
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Belmont,23
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Financial District North,11732
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Governor's Island/Ellis Island/Liberty Island,1
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Woodlawn/Wakefield,42
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Lower East Side,19084
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Williamsburg (South Side),2929
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Bay Ridge,1096
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Forest Hills,629
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Corona,76
Manhattan,Financial District North,Manhattan-Queens,Financial District North-JFK Airport,8463
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Two Bridges/Seward Park,8729
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Riverdale/North Riverdale/Fieldston,87
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Pelham Bay Park,7
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Prospect Park,164
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Homecrest,203
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-East Village,25134
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-Port Richmond,3
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-East Concourse/Concourse Village,64
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Financial District South,8205
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Williamsburg (North Side),3251
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Battery Park City,17628
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Sunset Park West,737
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Crown Heights South,435
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Kips Bay,8777
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Briarwood/Jamaica Hills,105
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Manhattan Beach,70
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Morrisania/Melrose,23
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-West Farms/Bronx River,31
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Manhattanville,195
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Ozone Park,88
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Upper East Side North,3820
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Gramercy,12112
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Brooklyn Heights,3803
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Jamaica Bay,1
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-East Harlem South,1764
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-South Williamsburg,234
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Glendale,93
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-UN/Turtle Bay South,10764
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Laurelton,2
Manhattan,Financial District North,Manhattan-Queens,Financial District North-South Ozone Park,128
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Prospect-Lefferts Gardens,651
Manhattan,Financial District North,Manhattan-Staten Island,Financial District North-West Brighton,6
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Randalls Island,40
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Bellerose,9
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Penn Station/Madison Sq West,11538
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Long Island City/Queens Plaza,246
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Pelham Parkway,42
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Madison,90
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Norwood,32
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Howard Beach,34
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Eastchester,19
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Hollis,13
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Hudson Sq,4674
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Carroll Gardens,1513
Manhattan,Financial District North,Manhattan-Manhattan,Financial District North-Upper West Side North,2061
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Gravesend,42
Manhattan,Financial District North,Manhattan-Bronx,Financial District North-Westchester Village/Unionport,23
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Springfield Gardens South,19
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Borough Park,209
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Sunset Park East,194
Manhattan,Financial District North,Manhattan-Queens,Financial District North-Rego Park,246
Manhattan,Financial District North,Manhattan-Brooklyn,Financial District North-Kensington,274
