pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
Bronx,16/6/16,Thursday,10,14
Bronx,25/2/16,Thursday,1,5
Bronx,28/5/16,Saturday,22,22
EWR,30/5/16,Monday,19,1
Bronx,6/6/16,Monday,1,10
Bronx,23/4/16,Saturday,13,9
Bronx,7/4/16,Thursday,16,12
Bronx,12/6/16,Sunday,18,7
EWR,24/5/16,Tuesday,13,1
Staten Island,25/6/16,Saturday,1,2
Bronx,10/6/16,Friday,5,18
Bronx,17/5/16,Tuesday,8,9
EWR,23/6/16,Thursday,12,1
Bronx,16/2/16,Tuesday,5,8
Bronx,5/6/16,Sunday,10,17
EWR,24/4/16,Sunday,14,3
Bronx,23/1/16,Saturday,4,34
EWR,21/4/16,Thursday,4,3
Bronx,22/6/16,Wednesday,8,19
Bronx,11/3/16,Friday,18,36
Bronx,9/5/16,Monday,1,17
Bronx,4/3/16,Friday,11,9
Bronx,29/1/16,Friday,6,16
EWR,17/4/16,Sunday,14,1
Staten Island,13/4/16,Wednesday,20,2
Bronx,10/4/16,Sunday,13,11
EWR,9/4/16,Saturday,4,2
Staten Island,25/6/16,Saturday,12,2
Bronx,9/2/16,Tuesday,13,9
Bronx,9/6/16,Thursday,8,13
Bronx,16/5/16,Monday,11,4
Bronx,22/6/16,Wednesday,21,12
Bronx,18/3/16,Friday,7,19
Staten Island,12/2/16,Friday,8,4
Staten Island,8/4/16,Friday,12,7
Staten Island,24/2/16,Wednesday,15,2
EWR,26/4/16,Tuesday,8,1
Bronx,22/3/16,Tuesday,23,11
Staten Island,17/5/16,Tuesday,2,1
Bronx,15/3/16,Tuesday,1,12
Bronx,13/3/16,Sunday,12,13
Bronx,6/2/16,Saturday,20,12
Bronx,12/5/16,Thursday,15,4
Bronx,13/6/16,Monday,14,6
Bronx,14/3/16,Monday,23,21
Staten Island,9/1/16,Saturday,0,1
EWR,5/3/16,Saturday,15,3
Bronx,8/1/16,Friday,4,6
Bronx,13/1/16,Wednesday,6,14
Bronx,21/5/16,Saturday,5,22
EWR,20/6/16,Monday,15,4
EWR,15/5/16,Sunday,19,1
Bronx,7/5/16,Saturday,10,14
Bronx,5/3/16,Saturday,3,20
Bronx,16/1/16,Saturday,1,17
Bronx,18/5/16,Wednesday,18,15
EWR,27/3/16,Sunday,12,2
Bronx,3/3/16,Thursday,6,8
EWR,28/6/16,Tuesday,12,1
Bronx,6/4/16,Wednesday,23,12
Bronx,28/4/16,Thursday,14,5
EWR,8/1/16,Friday,6,3
Bronx,14/2/16,Sunday,21,22
EWR,22/6/16,Wednesday,20,1
Bronx,19/1/16,Tuesday,7,20
Bronx,20/4/16,Wednesday,8,14
Staten Island,15/1/16,Friday,0,1
EWR,7/5/16,Saturday,16,1
Bronx,22/4/16,Friday,14,13
Staten Island,25/3/16,Friday,7,3
Bronx,16/4/16,Saturday,17,24
EWR,20/2/16,Saturday,10,1
Bronx,8/1/16,Friday,6,10
EWR,25/5/16,Wednesday,18,1
EWR,16/1/16,Saturday,5,3
EWR,18/4/16,Monday,4,1
Staten Island,16/2/16,Tuesday,22,2
EWR,3/1/16,Sunday,14,1
Bronx,17/5/16,Tuesday,14,8
Bronx,9/6/16,Thursday,23,17
Bronx,20/3/16,Sunday,15,14
Staten Island,6/4/16,Wednesday,20,2
Staten Island,4/5/16,Wednesday,13,2
Staten Island,25/3/16,Friday,14,4
Bronx,28/4/16,Thursday,23,12
Bronx,13/5/16,Friday,15,13
Staten Island,29/4/16,Friday,11,1
EWR,23/5/16,Monday,12,1
EWR,21/1/16,Thursday,17,3
Bronx,18/1/16,Monday,10,2
Bronx,16/1/16,Saturday,16,11
Staten Island,19/6/16,Sunday,12,1
Bronx,30/4/16,Saturday,3,18
Bronx,15/5/16,Sunday,3,25
Bronx,13/4/16,Wednesday,13,8
EWR,14/4/16,Thursday,5,2
Bronx,17/5/16,Tuesday,13,8
EWR,4/3/16,Friday,13,2
Bronx,19/5/16,Thursday,19,18
Bronx,29/3/16,Tuesday,3,7
Staten Island,18/3/16,Friday,16,2
EWR,22/3/16,Tuesday,15,1
Bronx,18/1/16,Monday,21,10
Bronx,21/4/16,Thursday,7,58
Bronx,24/1/16,Sunday,12,9
Bronx,29/4/16,Friday,0,12
EWR,1/1/16,Friday,21,1
EWR,13/3/16,Sunday,11,2
Staten Island,4/6/16,Saturday,11,4
Bronx,6/5/16,Friday,0,25
EWR,10/1/16,Sunday,10,2
EWR,7/5/16,Saturday,13,1
Staten Island,7/4/16,Thursday,8,3
Bronx,14/3/16,Monday,7,24
Staten Island,27/5/16,Friday,1,1
Staten Island,18/2/16,Thursday,7,3
Staten Island,19/4/16,Tuesday,8,3
Staten Island,29/6/16,Wednesday,6,1
EWR,10/5/16,Tuesday,17,1
Bronx,29/4/16,Friday,6,10
EWR,23/2/16,Tuesday,9,3
Bronx,31/3/16,Thursday,12,15
Bronx,16/1/16,Saturday,9,6
Bronx,9/1/16,Saturday,9,19
Bronx,19/2/16,Friday,17,16
Bronx,23/2/16,Tuesday,4,5
Bronx,21/3/16,Monday,20,3
Staten Island,1/5/16,Sunday,23,1
Bronx,8/3/16,Tuesday,13,10
Bronx,5/3/16,Saturday,1,40
Bronx,27/2/16,Saturday,3,34
EWR,8/4/16,Friday,16,2
Bronx,31/3/16,Thursday,0,7
Bronx,26/6/16,Sunday,19,4
EWR,21/5/16,Saturday,7,2
Bronx,5/2/16,Friday,0,9
EWR,3/5/16,Tuesday,17,1
Bronx,22/4/16,Friday,21,17
Bronx,21/1/16,Thursday,5,5
Bronx,8/5/16,Sunday,2,29
Bronx,6/6/16,Monday,18,11
Bronx,16/4/16,Saturday,16,15
Bronx,5/3/16,Saturday,7,11
Bronx,9/6/16,Thursday,12,11
Bronx,21/2/16,Sunday,19,10
EWR,20/5/16,Friday,3,1
EWR,14/1/16,Thursday,16,1
Bronx,19/1/16,Tuesday,17,15
Bronx,5/5/16,Thursday,16,8
Bronx,1/3/16,Tuesday,15,11
EWR,22/4/16,Friday,13,1
Staten Island,6/6/16,Monday,12,7
Bronx,24/5/16,Tuesday,9,5
Bronx,7/4/16,Thursday,0,12
EWR,7/2/16,Sunday,12,2
Bronx,1/4/16,Friday,8,28
Bronx,21/6/16,Tuesday,15,18
Bronx,12/5/16,Thursday,6,13
EWR,22/1/16,Friday,8,1
Bronx,3/6/16,Friday,5,15
EWR,30/5/16,Monday,17,5
EWR,10/5/16,Tuesday,13,1
Bronx,2/2/16,Tuesday,22,4
EWR,18/4/16,Monday,12,1
EWR,10/3/16,Thursday,21,1
Bronx,15/4/16,Friday,11,7
Bronx,27/5/16,Friday,1,13
Bronx,20/4/16,Wednesday,21,12
EWR,13/2/16,Saturday,19,1
EWR,18/3/16,Friday,4,1
Bronx,17/1/16,Sunday,20,7
Staten Island,6/5/16,Friday,8,5
Staten Island,28/3/16,Monday,12,1
Bronx,21/5/16,Saturday,10,17
Bronx,6/3/16,Sunday,12,9
EWR,14/3/16,Monday,7,1
Bronx,16/5/16,Monday,9,15
Bronx,8/3/16,Tuesday,14,3
EWR,3/5/16,Tuesday,18,1
Bronx,20/1/16,Wednesday,16,10
Staten Island,8/3/16,Tuesday,10,2
Bronx,12/1/16,Tuesday,15,6
Bronx,21/1/16,Thursday,11,12
EWR,13/5/16,Friday,17,4
Bronx,22/2/16,Monday,9,11
Bronx,18/4/16,Monday,6,13
Bronx,3/2/16,Wednesday,9,6
Staten Island,24/4/16,Sunday,13,1
Bronx,23/6/16,Thursday,18,9
EWR,14/6/16,Tuesday,6,2
Bronx,15/4/16,Friday,17,13
Bronx,1/3/16,Tuesday,11,11
Bronx,21/3/16,Monday,7,14
EWR,15/1/16,Friday,17,2
EWR,30/5/16,Monday,13,2
Staten Island,31/5/16,Tuesday,3,1
EWR,2/3/16,Wednesday,9,2
Staten Island,25/3/16,Friday,17,2
EWR,17/4/16,Sunday,18,1
Staten Island,9/2/16,Tuesday,20,4
Bronx,18/6/16,Saturday,7,10
EWR,18/4/16,Monday,15,3
EWR,26/5/16,Thursday,5,1
Staten Island,11/6/16,Saturday,4,1
Bronx,2/2/16,Tuesday,7,14
Bronx,13/3/16,Sunday,11,11
Bronx,17/1/16,Sunday,10,18
Bronx,2/2/16,Tuesday,15,9
Bronx,4/2/16,Thursday,15,10
Bronx,27/4/16,Wednesday,1,16
Bronx,5/5/16,Thursday,2,9
Bronx,28/4/16,Thursday,19,6
Staten Island,11/4/16,Monday,17,2
Staten Island,10/5/16,Tuesday,6,2
Staten Island,10/6/16,Friday,17,1
EWR,31/5/16,Tuesday,8,2
Staten Island,1/3/16,Tuesday,10,1
Bronx,11/6/16,Saturday,11,12
Bronx,13/4/16,Wednesday,10,4
Bronx,22/4/16,Friday,12,6
EWR,12/2/16,Friday,18,3
EWR,8/4/16,Friday,10,1
Staten Island,24/2/16,Wednesday,7,3
Staten Island,19/5/16,Thursday,7,3
EWR,19/3/16,Saturday,18,1
Staten Island,3/2/16,Wednesday,19,4
Staten Island,13/4/16,Wednesday,15,2
Bronx,4/5/16,Wednesday,5,13
Bronx,14/5/16,Saturday,9,6
Bronx,9/5/16,Monday,15,10
Bronx,9/6/16,Thursday,21,15
Bronx,7/4/16,Thursday,15,11
EWR,10/4/16,Sunday,11,2
EWR,30/3/16,Wednesday,6,1
Bronx,21/2/16,Sunday,4,41
EWR,27/4/16,Wednesday,14,3
Bronx,20/6/16,Monday,20,4
EWR,20/5/16,Friday,8,1
Bronx,19/6/16,Sunday,4,43
Staten Island,10/1/16,Sunday,8,1
EWR,13/5/16,Friday,3,1
Bronx,23/4/16,Saturday,11,15
Bronx,23/1/16,Saturday,7,14
Staten Island,26/1/16,Tuesday,21,1
Staten Island,28/3/16,Monday,7,1
EWR,11/2/16,Thursday,11,2
EWR,13/4/16,Wednesday,6,1
Bronx,16/5/16,Monday,1,13
Bronx,21/2/16,Sunday,10,14
EWR,30/4/16,Saturday,5,2
Bronx,28/4/16,Thursday,4,13
EWR,15/1/16,Friday,5,1
Staten Island,30/3/16,Wednesday,10,2
Bronx,28/2/16,Sunday,1,30
Staten Island,8/1/16,Friday,17,2
EWR,5/1/16,Tuesday,22,1
Bronx,22/4/16,Friday,16,10
Bronx,23/1/16,Saturday,5,19
Staten Island,29/3/16,Tuesday,12,6
EWR,6/4/16,Wednesday,4,2
EWR,11/4/16,Monday,5,3
Bronx,9/4/16,Saturday,9,10
Bronx,9/2/16,Tuesday,9,10
Bronx,18/4/16,Monday,2,8
Staten Island,11/3/16,Friday,18,1
Staten Island,1/4/16,Friday,17,3
Bronx,26/3/16,Saturday,14,13
Bronx,22/2/16,Monday,8,19
EWR,27/2/16,Saturday,19,3
Bronx,18/2/16,Thursday,11,11
Bronx,3/1/16,Sunday,14,9
EWR,22/4/16,Friday,14,3
Bronx,20/3/16,Sunday,10,6
Bronx,3/3/16,Thursday,16,7
EWR,30/3/16,Wednesday,19,2
Bronx,8/3/16,Tuesday,3,8
Bronx,9/2/16,Tuesday,22,6
EWR,18/2/16,Thursday,13,2
Bronx,1/2/16,Monday,6,11
EWR,2/1/16,Saturday,3,1
EWR,1/6/16,Wednesday,14,1
Bronx,23/6/16,Thursday,21,8
Staten Island,15/2/16,Monday,10,4
EWR,23/6/16,Thursday,21,1
Bronx,23/5/16,Monday,13,5
Bronx,17/3/16,Thursday,6,14
Staten Island,1/3/16,Tuesday,15,2
EWR,18/3/16,Friday,12,1
Bronx,22/3/16,Tuesday,9,11
Bronx,22/6/16,Wednesday,23,13
Staten Island,9/4/16,Saturday,11,4
Bronx,14/2/16,Sunday,0,23
Bronx,10/4/16,Sunday,1,33
Bronx,12/6/16,Sunday,6,6
Bronx,31/3/16,Thursday,9,9
Bronx,18/1/16,Monday,13,6
Bronx,27/2/16,Saturday,22,15
EWR,14/4/16,Thursday,3,1
EWR,1/4/16,Friday,22,1
Staten Island,28/3/16,Monday,8,2
Staten Island,4/3/16,Friday,22,3
EWR,27/6/16,Monday,16,1
Bronx,24/2/16,Wednesday,2,7
Bronx,1/2/16,Monday,17,41
Bronx,4/1/16,Monday,5,7
Bronx,13/2/16,Saturday,19,16
Bronx,20/4/16,Wednesday,23,17
Staten Island,21/4/16,Thursday,14,3
Staten Island,4/3/16,Friday,13,2
EWR,27/6/16,Monday,22,1
EWR,27/2/16,Saturday,11,1
EWR,21/1/16,Thursday,8,2
EWR,21/1/16,Thursday,12,1
Bronx,6/6/16,Monday,23,21
Bronx,27/2/16,Saturday,8,9
EWR,7/5/16,Saturday,12,5
Bronx,23/2/16,Tuesday,6,12
Bronx,16/3/16,Wednesday,10,10
Bronx,21/5/16,Saturday,12,16
Bronx,3/6/16,Friday,21,6
EWR,1/4/16,Friday,15,3
EWR,1/5/16,Sunday,15,6
Staten Island,8/1/16,Friday,8,2
Bronx,12/3/16,Saturday,19,21
EWR,29/1/16,Friday,10,1
Bronx,29/5/16,Sunday,6,18
Bronx,14/6/16,Tuesday,18,7
Bronx,6/6/16,Monday,15,5
Bronx,31/5/16,Tuesday,16,13
Bronx,15/4/16,Friday,0,15
Bronx,16/6/16,Thursday,8,16
Bronx,18/4/16,Monday,21,8
EWR,9/6/16,Thursday,6,1
Staten Island,19/4/16,Tuesday,9,2
Staten Island,2/2/16,Tuesday,5,1
Bronx,13/3/16,Sunday,1,33
Bronx,27/2/16,Saturday,19,23
Bronx,16/4/16,Saturday,0,18
EWR,29/1/16,Friday,5,4
EWR,15/3/16,Tuesday,16,1
Bronx,27/3/16,Sunday,6,10
Bronx,9/6/16,Thursday,19,8
EWR,23/3/16,Wednesday,23,1
EWR,7/3/16,Monday,4,1
Bronx,3/1/16,Sunday,16,9
Staten Island,23/6/16,Thursday,7,1
Bronx,8/2/16,Monday,21,4
Bronx,4/3/16,Friday,15,16
Staten Island,29/3/16,Tuesday,7,2
Staten Island,28/3/16,Monday,17,3
Staten Island,21/5/16,Saturday,8,3
Bronx,8/6/16,Wednesday,6,19
EWR,15/2/16,Monday,22,1
EWR,26/1/16,Tuesday,7,1
EWR,8/2/16,Monday,14,1
Staten Island,23/6/16,Thursday,16,3
Bronx,18/3/16,Friday,22,13
EWR,5/6/16,Sunday,8,3
Bronx,28/6/16,Tuesday,14,8
Bronx,20/4/16,Wednesday,20,9
Bronx,5/4/16,Tuesday,23,6
EWR,10/3/16,Thursday,6,1
Bronx,11/3/16,Friday,5,21
Bronx,13/5/16,Friday,23,16
Bronx,21/1/16,Thursday,14,1
Bronx,28/6/16,Tuesday,16,14
EWR,3/4/16,Sunday,13,2
Bronx,17/3/16,Thursday,14,12
EWR,13/5/16,Friday,19,5
EWR,6/2/16,Saturday,4,1
Bronx,1/6/16,Wednesday,13,17
Bronx,9/3/16,Wednesday,23,12
EWR,21/3/16,Monday,8,1
EWR,3/3/16,Thursday,5,2
Staten Island,23/6/16,Thursday,20,4
Bronx,27/2/16,Saturday,6,14
Bronx,8/3/16,Tuesday,2,8
EWR,29/4/16,Friday,2,1
EWR,28/4/16,Thursday,16,6
Bronx,30/4/16,Saturday,8,13
Bronx,23/3/16,Wednesday,0,12
Bronx,3/4/16,Sunday,8,10
Bronx,4/4/16,Monday,0,14
Staten Island,20/4/16,Wednesday,9,2
EWR,15/5/16,Sunday,18,2
Bronx,10/3/16,Thursday,21,18
Bronx,19/6/16,Sunday,15,20
Bronx,12/4/16,Tuesday,16,8
Staten Island,27/6/16,Monday,6,3
Bronx,18/2/16,Thursday,23,24
EWR,3/5/16,Tuesday,14,5
Bronx,17/4/16,Sunday,23,18
Bronx,18/1/16,Monday,16,5
Bronx,9/3/16,Wednesday,11,5
Bronx,19/4/16,Tuesday,8,12
EWR,6/1/16,Wednesday,20,1
EWR,17/4/16,Sunday,13,1
Bronx,1/4/16,Friday,7,36
EWR,24/3/16,Thursday,9,2
Bronx,13/3/16,Sunday,9,18
Staten Island,3/5/16,Tuesday,8,3
Staten Island,19/4/16,Tuesday,21,1
Bronx,28/6/16,Tuesday,2,16
Bronx,28/2/16,Sunday,20,19
Staten Island,3/5/16,Tuesday,7,2
Bronx,13/3/16,Sunday,4,41
EWR,13/6/16,Monday,18,3
EWR,19/1/16,Tuesday,6,3
Bronx,14/6/16,Tuesday,20,7
Staten Island,14/4/16,Thursday,19,2
Bronx,9/5/16,Monday,18,9
EWR,8/3/16,Tuesday,17,3
Bronx,4/6/16,Saturday,1,20
Bronx,17/3/16,Thursday,5,11
EWR,15/2/16,Monday,5,2
Bronx,7/1/16,Thursday,15,4
Staten Island,3/2/16,Wednesday,14,3
Bronx,1/3/16,Tuesday,3,8
Bronx,18/4/16,Monday,22,12
EWR,27/5/16,Friday,12,1
Bronx,13/2/16,Saturday,13,17
Bronx,14/1/16,Thursday,5,8
Bronx,21/5/16,Saturday,15,20
EWR,12/6/16,Sunday,5,3
Bronx,27/6/16,Monday,2,10
EWR,17/3/16,Thursday,2,2
Bronx,8/6/16,Wednesday,2,8
Bronx,12/4/16,Tuesday,12,12
Bronx,10/4/16,Sunday,6,21
EWR,3/4/16,Sunday,16,2
Bronx,1/3/16,Tuesday,14,11
Bronx,28/3/16,Monday,16,12
EWR,29/2/16,Monday,10,1
Bronx,3/1/16,Sunday,6,10
Staten Island,4/1/16,Monday,18,1
Staten Island,16/2/16,Tuesday,14,2
Bronx,26/6/16,Sunday,22,19
Bronx,24/6/16,Friday,11,5
Bronx,15/3/16,Tuesday,15,10
EWR,5/3/16,Saturday,13,2
Staten Island,28/4/16,Thursday,12,3
Bronx,2/3/16,Wednesday,21,19
Bronx,6/1/16,Wednesday,13,11
Bronx,8/5/16,Sunday,17,15
Bronx,29/5/16,Sunday,7,24
Staten Island,16/2/16,Tuesday,4,1
Staten Island,12/5/16,Thursday,9,1
EWR,8/4/16,Friday,20,1
EWR,11/2/16,Thursday,10,3
Bronx,7/6/16,Tuesday,0,8
Bronx,22/1/16,Friday,10,8
EWR,9/5/16,Monday,16,5
Bronx,14/4/16,Thursday,12,5
EWR,15/1/16,Friday,16,3
Bronx,11/4/16,Monday,8,13
Bronx,8/1/16,Friday,19,9
Bronx,25/3/16,Friday,6,13
EWR,5/2/16,Friday,13,3
Staten Island,4/5/16,Wednesday,11,1
Bronx,9/1/16,Saturday,3,29
EWR,5/1/16,Tuesday,15,1
EWR,27/3/16,Sunday,7,1
Bronx,17/2/16,Wednesday,18,12
Bronx,3/1/16,Sunday,12,16
EWR,8/1/16,Friday,20,2
Bronx,27/3/16,Sunday,11,17
Staten Island,2/1/16,Saturday,1,1
Bronx,24/6/16,Friday,15,12
EWR,4/2/16,Thursday,11,1
Bronx,4/4/16,Monday,1,13
Bronx,7/4/16,Thursday,4,12
Bronx,12/1/16,Tuesday,4,5
EWR,20/4/16,Wednesday,16,4
Bronx,16/2/16,Tuesday,21,4
Staten Island,5/2/16,Friday,13,2
Staten Island,11/2/16,Thursday,20,1
EWR,25/3/16,Friday,9,1
Bronx,7/3/16,Monday,6,22
Bronx,29/6/16,Wednesday,0,10
Bronx,11/4/16,Monday,12,12
EWR,27/6/16,Monday,17,1
EWR,28/2/16,Sunday,16,1
Bronx,14/3/16,Monday,18,19
Staten Island,17/1/16,Sunday,20,2
Staten Island,22/1/16,Friday,14,1
Bronx,21/4/16,Thursday,8,50
Bronx,6/3/16,Sunday,7,15
EWR,22/4/16,Friday,15,2
Bronx,27/6/16,Monday,9,13
Staten Island,18/3/16,Friday,15,3
Bronx,14/2/16,Sunday,15,6
Bronx,30/3/16,Wednesday,6,12
Bronx,5/5/16,Thursday,9,14
Bronx,3/2/16,Wednesday,10,3
Bronx,6/5/16,Friday,20,20
Bronx,10/1/16,Sunday,10,5
Bronx,13/5/16,Friday,3,10
Staten Island,8/2/16,Monday,11,4
EWR,22/5/16,Sunday,19,3
Staten Island,15/6/16,Wednesday,10,2
Bronx,26/4/16,Tuesday,18,8
Staten Island,10/6/16,Friday,12,2
EWR,19/4/16,Tuesday,12,2
Bronx,22/4/16,Friday,17,35
Bronx,7/5/16,Saturday,7,16
Staten Island,24/3/16,Thursday,2,1
Bronx,27/1/16,Wednesday,12,7
Staten Island,17/2/16,Wednesday,9,2
Bronx,11/1/16,Monday,2,5
Bronx,3/6/16,Friday,19,10
EWR,24/3/16,Thursday,21,1
Bronx,12/2/16,Friday,21,15
Bronx,21/5/16,Saturday,16,26
Bronx,10/3/16,Thursday,7,9
Bronx,15/2/16,Monday,8,4
Bronx,2/1/16,Saturday,14,7
Bronx,1/4/16,Friday,6,17
Bronx,9/5/16,Monday,19,12
Bronx,4/2/16,Thursday,4,10
EWR,6/6/16,Monday,15,3
Staten Island,29/5/16,Sunday,14,1
Bronx,26/3/16,Saturday,16,13
EWR,5/3/16,Saturday,12,2
Bronx,2/2/16,Tuesday,5,9
Bronx,1/3/16,Tuesday,21,9
Staten Island,9/2/16,Tuesday,22,3
Bronx,24/5/16,Tuesday,10,3
Bronx,11/6/16,Saturday,15,7
EWR,11/3/16,Friday,10,1
Bronx,16/5/16,Monday,12,4
Bronx,4/2/16,Thursday,14,11
EWR,13/6/16,Monday,14,1
Bronx,2/1/16,Saturday,1,22
Bronx,2/1/16,Saturday,11,8
Bronx,18/6/16,Saturday,4,16
EWR,26/4/16,Tuesday,15,3
Staten Island,14/4/16,Thursday,16,2
Bronx,18/1/16,Monday,7,7
Staten Island,17/6/16,Friday,3,1
Bronx,28/4/16,Thursday,3,12
Bronx,1/2/16,Monday,13,13
EWR,17/1/16,Sunday,14,2
Bronx,2/5/16,Monday,5,6
EWR,7/2/16,Sunday,4,2
EWR,21/5/16,Saturday,14,3
Bronx,19/3/16,Saturday,18,15
Bronx,27/5/16,Friday,17,26
Bronx,20/4/16,Wednesday,9,12
Bronx,17/2/16,Wednesday,6,11
Bronx,27/1/16,Wednesday,3,5
Staten Island,9/6/16,Thursday,0,2
Bronx,2/2/16,Tuesday,13,5
Bronx,30/4/16,Saturday,13,19
Bronx,5/5/16,Thursday,15,7
Staten Island,23/5/16,Monday,6,2
Bronx,5/3/16,Saturday,13,12
Staten Island,10/4/16,Sunday,0,2
Staten Island,25/3/16,Friday,15,3
EWR,29/6/16,Wednesday,4,1
Bronx,10/2/16,Wednesday,22,9
EWR,27/6/16,Monday,4,2
EWR,26/3/16,Saturday,10,1
EWR,26/6/16,Sunday,15,1
Staten Island,4/4/16,Monday,16,3
Staten Island,16/2/16,Tuesday,11,2
EWR,3/6/16,Friday,3,2
Bronx,29/2/16,Monday,3,4
Staten Island,14/2/16,Sunday,3,1
Bronx,20/3/16,Sunday,20,9
EWR,25/6/16,Saturday,12,2
Bronx,5/1/16,Tuesday,15,8
Bronx,10/3/16,Thursday,4,8
EWR,24/2/16,Wednesday,17,2
Bronx,19/6/16,Sunday,16,17
EWR,8/6/16,Wednesday,16,2
EWR,1/5/16,Sunday,20,1
EWR,13/1/16,Wednesday,13,2
Staten Island,4/6/16,Saturday,23,5
Bronx,14/4/16,Thursday,8,19
Bronx,20/2/16,Saturday,16,4
Bronx,3/3/16,Thursday,23,15
EWR,25/1/16,Monday,12,2
Bronx,2/2/16,Tuesday,4,13
Bronx,4/3/16,Friday,10,6
EWR,24/5/16,Tuesday,4,1
EWR,21/3/16,Monday,5,1
Bronx,26/4/16,Tuesday,17,8
Bronx,20/5/16,Friday,22,19
Bronx,20/3/16,Sunday,1,27
EWR,6/3/16,Sunday,18,4
Bronx,16/1/16,Saturday,19,7
Staten Island,12/5/16,Thursday,7,3
Bronx,10/2/16,Wednesday,10,8
Bronx,7/3/16,Monday,13,10
Bronx,6/5/16,Friday,2,14
EWR,5/6/16,Sunday,17,8
Bronx,27/1/16,Wednesday,13,9
Bronx,30/1/16,Saturday,0,25
Bronx,31/5/16,Tuesday,18,13
Bronx,10/6/16,Friday,0,12
Bronx,16/4/16,Saturday,12,21
EWR,18/3/16,Friday,18,1
Bronx,5/1/16,Tuesday,11,9
Bronx,11/5/16,Wednesday,19,7
Staten Island,26/4/16,Tuesday,8,1
Bronx,23/1/16,Saturday,12,7
Bronx,18/2/16,Thursday,2,7
Bronx,29/2/16,Monday,20,12
Bronx,5/3/16,Saturday,17,14
Bronx,27/6/16,Monday,7,14
EWR,21/6/16,Tuesday,12,2
Bronx,22/4/16,Friday,22,22
Bronx,29/6/16,Wednesday,23,10
Staten Island,4/2/16,Thursday,10,4
EWR,23/4/16,Saturday,8,2
Bronx,6/4/16,Wednesday,22,18
Staten Island,11/5/16,Wednesday,11,1
EWR,14/1/16,Thursday,13,2
Bronx,17/5/16,Tuesday,9,11
Bronx,29/4/16,Friday,9,19
Staten Island,30/6/16,Thursday,8,4
EWR,25/3/16,Friday,3,1
Staten Island,6/4/16,Wednesday,22,1
Bronx,27/1/16,Wednesday,0,10
Bronx,27/3/16,Sunday,9,14
Bronx,25/5/16,Wednesday,10,10
EWR,17/1/16,Sunday,17,1
Bronx,22/5/16,Sunday,4,40
Bronx,26/1/16,Tuesday,17,13
Bronx,25/1/16,Monday,13,2
Bronx,10/2/16,Wednesday,20,13
Bronx,1/5/16,Sunday,6,26
EWR,20/4/16,Wednesday,10,4
Staten Island,19/6/16,Sunday,4,1
Bronx,15/6/16,Wednesday,16,13
Bronx,30/5/16,Monday,7,8
Bronx,6/6/16,Monday,12,3
Bronx,17/5/16,Tuesday,15,15
EWR,25/5/16,Wednesday,19,1
Bronx,9/1/16,Saturday,18,19
EWR,27/2/16,Saturday,12,1
EWR,28/4/16,Thursday,14,5
Bronx,13/6/16,Monday,6,12
EWR,24/3/16,Thursday,6,1
Staten Island,30/3/16,Wednesday,11,1
EWR,28/1/16,Thursday,16,1
Bronx,29/2/16,Monday,2,10
Staten Island,14/4/16,Thursday,14,3
Bronx,30/6/16,Thursday,9,12
Bronx,4/1/16,Monday,8,10
Bronx,7/3/16,Monday,3,7
Staten Island,5/4/16,Tuesday,20,1
EWR,2/2/16,Tuesday,3,1
EWR,11/3/16,Friday,12,3
Bronx,28/2/16,Sunday,9,18
Staten Island,13/2/16,Saturday,10,4
EWR,11/6/16,Saturday,5,1
EWR,17/2/16,Wednesday,13,2
Bronx,30/3/16,Wednesday,4,9
EWR,26/6/16,Sunday,6,2
Bronx,26/6/16,Sunday,7,12
EWR,22/4/16,Friday,10,1
Bronx,28/2/16,Sunday,19,23
Bronx,21/4/16,Thursday,22,10
Staten Island,25/5/16,Wednesday,11,3
Bronx,1/5/16,Sunday,7,21
Bronx,28/4/16,Thursday,11,3
Staten Island,22/4/16,Friday,20,3
Bronx,21/4/16,Thursday,15,5
Bronx,12/5/16,Thursday,19,16
EWR,19/2/16,Friday,5,2
Bronx,3/1/16,Sunday,18,6
Bronx,14/6/16,Tuesday,15,4
Bronx,12/1/16,Tuesday,23,14
Staten Island,21/5/16,Saturday,14,4
Staten Island,24/6/16,Friday,14,1
EWR,4/6/16,Saturday,19,1
EWR,19/4/16,Tuesday,14,2
Bronx,21/6/16,Tuesday,20,7
Bronx,16/3/16,Wednesday,12,13
EWR,25/3/16,Friday,18,2
Bronx,2/4/16,Saturday,6,18
Bronx,21/4/16,Thursday,16,7
Bronx,8/5/16,Sunday,4,39
Bronx,11/2/16,Thursday,23,15
EWR,15/5/16,Sunday,10,4
Bronx,18/2/16,Thursday,21,17
EWR,23/4/16,Saturday,6,1
Bronx,17/2/16,Wednesday,5,6
EWR,15/3/16,Tuesday,23,1
Bronx,30/5/16,Monday,14,11
Bronx,19/3/16,Saturday,13,8
Staten Island,14/6/16,Tuesday,0,1
Bronx,17/5/16,Tuesday,10,10
Staten Island,15/6/16,Wednesday,4,1
Staten Island,15/6/16,Wednesday,11,2
Bronx,11/2/16,Thursday,20,20
Bronx,8/2/16,Monday,15,7
EWR,20/2/16,Saturday,17,1
Bronx,4/2/16,Thursday,1,4
Bronx,10/6/16,Friday,3,13
Bronx,22/2/16,Monday,20,5
