pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
Manhattan,27/1/16,Wednesday,2,2900
Queens,27/1/16,Wednesday,17,1137
Manhattan,27/1/16,Wednesday,20,21692
Manhattan,27/1/16,Wednesday,14,15591
Brooklyn,27/1/16,Wednesday,5,99
Queens,27/1/16,Wednesday,21,1290
Brooklyn,27/1/16,Wednesday,1,268
Queens,27/1/16,Wednesday,20,1216
Manhattan,27/1/16,Wednesday,5,3234
Manhattan,27/1/16,Wednesday,16,13093
Queens,27/1/16,Wednesday,16,1080
Brooklyn,27/1/16,Wednesday,8,375
Manhattan,27/1/16,Wednesday,11,14279
Brooklyn,27/1/16,Wednesday,2,192
Queens,27/1/16,Wednesday,14,1075
Brooklyn,27/1/16,Wednesday,3,121
Brooklyn,27/1/16,Wednesday,18,238
Manhattan,27/1/16,Wednesday,6,9156
Brooklyn,27/1/16,Wednesday,19,276
Manhattan,27/1/16,Wednesday,10,14843
Queens,27/1/16,Wednesday,11,848
Brooklyn,27/1/16,Wednesday,10,103
Brooklyn,27/1/16,Wednesday,17,154
Manhattan,27/1/16,Wednesday,18,21656
Brooklyn,27/1/16,Wednesday,4,109
Queens,27/1/16,Wednesday,23,1082
Brooklyn,27/1/16,Wednesday,6,218
Queens,27/1/16,Wednesday,18,1142
Queens,27/1/16,Wednesday,19,1115
Manhattan,27/1/16,Wednesday,8,18885
Manhattan,27/1/16,Wednesday,9,17363
Queens,27/1/16,Wednesday,12,765
Queens,27/1/16,Wednesday,10,937
Queens,27/1/16,Wednesday,8,843
Manhattan,27/1/16,Wednesday,17,17080
Brooklyn,27/1/16,Wednesday,7,296
Queens,27/1/16,Wednesday,15,1234
Queens,27/1/16,Wednesday,6,779
Manhattan,28/1/16,Thursday,20,22987
Manhattan,28/1/16,Thursday,23,18204
Brooklyn,28/1/16,Thursday,4,111
Queens,28/1/16,Thursday,11,790
Brooklyn,28/1/16,Thursday,5,94
Manhattan,28/1/16,Thursday,12,15950
Brooklyn,28/1/16,Thursday,12,90
Brooklyn,28/1/16,Thursday,15,78
Manhattan,28/1/16,Thursday,3,2230
Queens,28/1/16,Thursday,10,977
Brooklyn,28/1/16,Thursday,22,541
Brooklyn,28/1/16,Thursday,11,71
Manhattan,28/1/16,Thursday,7,17048
Manhattan,28/1/16,Thursday,15,16491
Brooklyn,28/1/16,Thursday,2,176
Manhattan,28/1/16,Thursday,6,9656
Manhattan,28/1/16,Thursday,18,22343
Manhattan,28/1/16,Thursday,8,19520
Manhattan,28/1/16,Thursday,13,15419
Brooklyn,28/1/16,Thursday,7,375
Queens,28/1/16,Thursday,2,157
Manhattan,28/1/16,Thursday,14,16861
Queens,28/1/16,Thursday,9,838
Queens,28/1/16,Thursday,23,1216
Brooklyn,28/1/16,Thursday,18,247
Queens,28/1/16,Thursday,7,772
Queens,28/1/16,Thursday,15,1214
Queens,28/1/16,Thursday,20,1261
Manhattan,28/1/16,Thursday,17,17471
Brooklyn,28/1/16,Thursday,10,103
Queens,28/1/16,Thursday,13,835
Queens,28/1/16,Thursday,17,1225
Queens,28/1/16,Thursday,8,794
Brooklyn,28/1/16,Thursday,0,510
Manhattan,28/1/16,Thursday,5,3357
Brooklyn,28/1/16,Thursday,9,175
Brooklyn,28/1/16,Thursday,1,318
Brooklyn,28/1/16,Thursday,6,250
Queens,28/1/16,Thursday,22,1269
Brooklyn,28/1/16,Thursday,8,377
Manhattan,28/1/16,Thursday,10,15789
Brooklyn,28/1/16,Thursday,16,106
Manhattan,28/1/16,Thursday,21,23074
Manhattan,28/1/16,Thursday,22,21925
Brooklyn,28/1/16,Thursday,19,228
Queens,28/1/16,Thursday,5,416
Queens,28/1/16,Thursday,4,152
Brooklyn,28/1/16,Thursday,23,611
Brooklyn,28/1/16,Thursday,14,85
Brooklyn,28/1/16,Thursday,17,133
Manhattan,28/1/16,Thursday,11,15615
Brooklyn,28/1/16,Thursday,3,155
Manhattan,28/1/16,Thursday,16,13796
Queens,28/1/16,Thursday,6,684
Manhattan,28/1/16,Thursday,1,5451
Brooklyn,28/1/16,Thursday,13,85
Brooklyn,28/1/16,Thursday,20,276
Queens,28/1/16,Thursday,3,127
Queens,28/1/16,Thursday,18,1254
Queens,28/1/16,Thursday,14,1355
Queens,28/1/16,Thursday,1,287
Queens,28/1/16,Thursday,16,1034
Queens,28/1/16,Thursday,0,504
Manhattan,28/1/16,Thursday,19,23407
Brooklyn,28/1/16,Thursday,21,375
Queens,28/1/16,Thursday,19,1213
Manhattan,28/1/16,Thursday,4,2175
Manhattan,28/1/16,Thursday,2,3526
Queens,28/1/16,Thursday,21,1382
Manhattan,28/1/16,Thursday,0,9386
Manhattan,28/1/16,Thursday,9,18013
Queens,28/1/16,Thursday,12,799
Queens,29/1/16,Friday,3,122
Manhattan,29/1/16,Friday,17,19421
Queens,29/1/16,Friday,9,719
Manhattan,29/1/16,Friday,3,3489
Brooklyn,29/1/16,Friday,6,211
Manhattan,29/1/16,Friday,23,22602
Queens,29/1/16,Friday,4,209
Manhattan,29/1/16,Friday,10,15903
Brooklyn,29/1/16,Friday,7,309
Queens,29/1/16,Friday,19,1090
Brooklyn,29/1/16,Friday,23,825
Brooklyn,29/1/16,Friday,8,381
Brooklyn,29/1/16,Friday,21,375
Manhattan,29/1/16,Friday,5,3383
Manhattan,29/1/16,Friday,20,23582
Manhattan,29/1/16,Friday,15,17006
Queens,29/1/16,Friday,7,714
Manhattan,29/1/16,Friday,8,20043
Manhattan,29/1/16,Friday,14,18621
Manhattan,29/1/16,Friday,6,9106
Manhattan,29/1/16,Friday,2,5303
Queens,29/1/16,Friday,10,791
Brooklyn,29/1/16,Friday,3,165
Queens,29/1/16,Friday,21,1287
Queens,29/1/16,Friday,2,203
Manhattan,29/1/16,Friday,1,7975
Manhattan,29/1/16,Friday,9,18206
Manhattan,29/1/16,Friday,16,15135
Manhattan,29/1/16,Friday,22,23791
Queens,29/1/16,Friday,17,1169
Brooklyn,29/1/16,Friday,13,171
Queens,29/1/16,Friday,15,1239
Brooklyn,29/1/16,Friday,22,470
Brooklyn,29/1/16,Friday,14,124
Queens,29/1/16,Friday,12,859
Queens,29/1/16,Friday,14,1109
Brooklyn,29/1/16,Friday,10,94
Queens,29/1/16,Friday,20,1208
Queens,29/1/16,Friday,22,1292
Manhattan,29/1/16,Friday,19,25667
Queens,29/1/16,Friday,6,691
Queens,29/1/16,Friday,1,343
Brooklyn,29/1/16,Friday,4,142
Manhattan,29/1/16,Friday,18,24062
Queens,29/1/16,Friday,5,331
Manhattan,29/1/16,Friday,4,3015
Queens,29/1/16,Friday,8,834
Queens,29/1/16,Friday,13,894
Manhattan,29/1/16,Friday,13,17254
Queens,29/1/16,Friday,23,1193
Manhattan,29/1/16,Friday,0,12661
Brooklyn,29/1/16,Friday,5,107
Queens,29/1/16,Friday,18,1184
Brooklyn,29/1/16,Friday,12,121
Manhattan,29/1/16,Friday,7,17097
Queens,29/1/16,Friday,11,856
Brooklyn,29/1/16,Friday,15,144
Brooklyn,29/1/16,Friday,11,99
Manhattan,29/1/16,Friday,21,22999
Manhattan,29/1/16,Friday,12,17125
Brooklyn,29/1/16,Friday,18,280
Brooklyn,29/1/16,Friday,19,344
Brooklyn,29/1/16,Friday,2,301
Brooklyn,29/1/16,Friday,1,398
Brooklyn,29/1/16,Friday,0,574
Brooklyn,29/1/16,Friday,16,99
Manhattan,29/1/16,Friday,11,15698
Brooklyn,29/1/16,Friday,9,207
Brooklyn,29/1/16,Friday,20,377
Queens,29/1/16,Friday,0,598
Brooklyn,29/1/16,Friday,17,177
Queens,29/1/16,Friday,16,1048
Manhattan,30/1/16,Saturday,15,19680
Manhattan,30/1/16,Saturday,9,13724
Queens,30/1/16,Saturday,10,858
Brooklyn,30/1/16,Saturday,13,246
Brooklyn,30/1/16,Saturday,20,436
Queens,30/1/16,Saturday,6,532
Queens,30/1/16,Saturday,18,702
Brooklyn,30/1/16,Saturday,4,502
Manhattan,30/1/16,Saturday,16,18215
Queens,30/1/16,Saturday,5,385
Manhattan,30/1/16,Saturday,21,21089
Brooklyn,30/1/16,Saturday,3,602
Brooklyn,30/1/16,Saturday,1,1045
Queens,30/1/16,Saturday,14,981
Brooklyn,30/1/16,Saturday,18,499
Brooklyn,30/1/16,Saturday,21,391
Queens,30/1/16,Saturday,0,1013
Manhattan,30/1/16,Saturday,1,17762
Brooklyn,30/1/16,Saturday,2,820
Brooklyn,30/1/16,Saturday,8,225
Queens,30/1/16,Saturday,12,678
Manhattan,30/1/16,Saturday,2,15144
Manhattan,30/1/16,Saturday,3,11193
Queens,30/1/16,Saturday,16,903
Queens,30/1/16,Saturday,23,708
Brooklyn,30/1/16,Saturday,15,210
Queens,30/1/16,Saturday,2,320
Brooklyn,30/1/16,Saturday,17,283
Manhattan,30/1/16,Saturday,13,20278
Manhattan,30/1/16,Saturday,8,9731
Manhattan,30/1/16,Saturday,0,20678
Manhattan,30/1/16,Saturday,6,3523
Brooklyn,30/1/16,Saturday,11,235
Queens,30/1/16,Saturday,4,293
Manhattan,30/1/16,Saturday,4,6733
Queens,30/1/16,Saturday,7,500
Manhattan,30/1/16,Saturday,18,24644
Brooklyn,30/1/16,Saturday,6,165
Queens,30/1/16,Saturday,8,511
Queens,30/1/16,Saturday,19,840
Brooklyn,30/1/16,Saturday,19,536
Manhattan,30/1/16,Saturday,7,5741
Queens,30/1/16,Saturday,21,854
Brooklyn,30/1/16,Saturday,22,530
Brooklyn,30/1/16,Saturday,5,189
Queens,30/1/16,Saturday,9,551
Manhattan,30/1/16,Saturday,19,24935
Brooklyn,30/1/16,Saturday,0,1190
Brooklyn,30/1/16,Saturday,7,181
Manhattan,30/1/16,Saturday,17,20485
Manhattan,30/1/16,Saturday,5,3043
Manhattan,30/1/16,Saturday,23,23417
Manhattan,30/1/16,Saturday,22,23191
Brooklyn,30/1/16,Saturday,16,192
Queens,30/1/16,Saturday,20,772
Brooklyn,30/1/16,Saturday,12,325
Brooklyn,30/1/16,Saturday,10,303
Queens,30/1/16,Saturday,11,595
Manhattan,30/1/16,Saturday,14,19270
Queens,30/1/16,Saturday,1,549
Queens,30/1/16,Saturday,22,818
Queens,30/1/16,Saturday,13,832
Queens,30/1/16,Saturday,17,1051
Manhattan,30/1/16,Saturday,11,18759
Brooklyn,30/1/16,Saturday,23,992
Manhattan,30/1/16,Saturday,10,16436
Queens,30/1/16,Saturday,3,265
Manhattan,30/1/16,Saturday,20,21057
Queens,30/1/16,Saturday,15,1009
Manhattan,30/1/16,Saturday,12,20180
Brooklyn,30/1/16,Saturday,9,290
Brooklyn,30/1/16,Saturday,14,233
Queens,31/1/16,Sunday,4,373
Queens,31/1/16,Sunday,18,1322
Manhattan,31/1/16,Sunday,3,13209
Brooklyn,31/1/16,Sunday,6,129
Manhattan,31/1/16,Sunday,9,10987
Queens,31/1/16,Sunday,8,382
Brooklyn,31/1/16,Sunday,13,231
Queens,31/1/16,Sunday,19,1516
Queens,31/1/16,Sunday,23,1579
Manhattan,31/1/16,Sunday,16,16625
Brooklyn,31/1/16,Sunday,8,156
Brooklyn,31/1/16,Sunday,9,214
Brooklyn,31/1/16,Sunday,10,268
Queens,31/1/16,Sunday,22,1417
Manhattan,31/1/16,Sunday,4,8015
Manhattan,31/1/16,Sunday,10,14994
Manhattan,31/1/16,Sunday,23,7164
Manhattan,31/1/16,Sunday,6,3085
Manhattan,31/1/16,Sunday,11,17261
Queens,31/1/16,Sunday,12,958
Manhattan,31/1/16,Sunday,8,7395
Brooklyn,31/1/16,Sunday,7,143
Brooklyn,31/1/16,Sunday,15,213
Manhattan,31/1/16,Sunday,5,3313
Brooklyn,31/1/16,Sunday,5,188
Brooklyn,31/1/16,Sunday,19,281
Brooklyn,31/1/16,Sunday,17,315
Queens,31/1/16,Sunday,17,1545
Manhattan,31/1/16,Sunday,7,4353
Manhattan,31/1/16,Sunday,14,17958
Manhattan,31/1/16,Sunday,22,10910
Brooklyn,31/1/16,Sunday,14,187
Brooklyn,31/1/16,Sunday,2,876
Brooklyn,31/1/16,Sunday,12,274
Queens,31/1/16,Sunday,5,344
Queens,31/1/16,Sunday,16,1394
Manhattan,31/1/16,Sunday,1,19331
Brooklyn,31/1/16,Sunday,11,279
Queens,31/1/16,Sunday,3,283
Manhattan,31/1/16,Sunday,20,12990
Manhattan,31/1/16,Sunday,15,16731
Brooklyn,31/1/16,Sunday,1,1089
Manhattan,31/1/16,Sunday,19,15506
Manhattan,31/1/16,Sunday,17,17572
Queens,31/1/16,Sunday,10,767
Queens,31/1/16,Sunday,9,522
Brooklyn,31/1/16,Sunday,0,1295
Brooklyn,31/1/16,Sunday,4,513
Queens,31/1/16,Sunday,0,560
Queens,31/1/16,Sunday,20,1376
Queens,31/1/16,Sunday,13,832
Queens,31/1/16,Sunday,6,471
Manhattan,31/1/16,Sunday,12,17962
Manhattan,31/1/16,Sunday,21,12177
Brooklyn,31/1/16,Sunday,18,358
Queens,31/1/16,Sunday,1,387
Brooklyn,31/1/16,Sunday,23,300
Queens,31/1/16,Sunday,11,674
Queens,31/1/16,Sunday,7,456
Queens,31/1/16,Sunday,21,1492
Brooklyn,31/1/16,Sunday,20,214
Manhattan,31/1/16,Sunday,18,18769
Manhattan,31/1/16,Sunday,0,21790
Brooklyn,31/1/16,Sunday,22,314
Brooklyn,31/1/16,Sunday,3,720
Brooklyn,31/1/16,Sunday,21,228
Queens,31/1/16,Sunday,14,1278
Manhattan,31/1/16,Sunday,2,16949
Brooklyn,31/1/16,Sunday,16,225
Queens,31/1/16,Sunday,2,368
Queens,31/1/16,Sunday,15,1329
Manhattan,31/1/16,Sunday,13,18022
Manhattan,1/2/16,Monday,1,3132
Brooklyn,1/2/16,Monday,12,84
Manhattan,1/2/16,Monday,0,4979
Manhattan,1/2/16,Monday,2,2101
Brooklyn,1/2/16,Monday,0,271
Queens,1/2/16,Monday,4,148
Brooklyn,1/2/16,Monday,4,85
Brooklyn,1/2/16,Monday,1,211
Manhattan,1/2/16,Monday,4,1890
Manhattan,1/2/16,Monday,10,13873
Manhattan,1/2/16,Monday,15,18384
Manhattan,1/2/16,Monday,8,18745
Brooklyn,1/2/16,Monday,21,309
Brooklyn,1/2/16,Monday,14,84
Brooklyn,1/2/16,Monday,7,302
Queens,1/2/16,Monday,23,948
Brooklyn,1/2/16,Monday,3,92
Manhattan,1/2/16,Monday,21,17732
Brooklyn,1/2/16,Monday,16,107
Brooklyn,1/2/16,Monday,13,90
Manhattan,1/2/16,Monday,22,14654
Queens,1/2/16,Monday,17,1352
Queens,1/2/16,Monday,2,115
Brooklyn,1/2/16,Monday,19,199
Brooklyn,1/2/16,Monday,5,113
Brooklyn,1/2/16,Monday,11,64
Brooklyn,1/2/16,Monday,9,159
Manhattan,1/2/16,Monday,13,15144
Manhattan,1/2/16,Monday,3,1447
Queens,1/2/16,Monday,22,1125
Queens,1/2/16,Monday,12,1143
Manhattan,1/2/16,Monday,7,15833
Manhattan,1/2/16,Monday,11,13610
Manhattan,1/2/16,Monday,20,18748
Queens,1/2/16,Monday,10,1211
Queens,1/2/16,Monday,13,1043
Queens,1/2/16,Monday,0,906
Brooklyn,1/2/16,Monday,17,123
Brooklyn,1/2/16,Monday,22,370
Queens,1/2/16,Monday,5,481
Queens,1/2/16,Monday,1,363
Queens,1/2/16,Monday,8,992
Manhattan,1/2/16,Monday,12,14121
Queens,1/2/16,Monday,9,1226
Brooklyn,1/2/16,Monday,18,162
Queens,1/2/16,Monday,21,1367
Manhattan,1/2/16,Monday,23,9013
Brooklyn,1/2/16,Monday,15,96
Brooklyn,1/2/16,Monday,10,73
Queens,1/2/16,Monday,16,1215
Queens,1/2/16,Monday,19,1269
Manhattan,1/2/16,Monday,9,16852
Queens,1/2/16,Monday,14,1282
Queens,1/2/16,Monday,3,91
Queens,1/2/16,Monday,18,1152
Manhattan,1/2/16,Monday,16,16431
Queens,1/2/16,Monday,6,746
Brooklyn,1/2/16,Monday,8,323
Brooklyn,1/2/16,Monday,2,129
Manhattan,1/2/16,Monday,18,22291
Manhattan,1/2/16,Monday,6,9191
Brooklyn,1/2/16,Monday,23,305
Manhattan,1/2/16,Monday,19,20529
Manhattan,1/2/16,Monday,5,3458
Queens,1/2/16,Monday,7,858
Queens,1/2/16,Monday,11,1164
Manhattan,1/2/16,Monday,14,16674
Manhattan,1/2/16,Monday,17,19047
Brooklyn,1/2/16,Monday,6,251
Brooklyn,1/2/16,Monday,20,184
Queens,1/2/16,Monday,20,1400
Queens,1/2/16,Monday,15,1376
Brooklyn,2/2/16,Tuesday,9,132
Queens,2/2/16,Tuesday,18,1026
Manhattan,2/2/16,Tuesday,13,15742
Queens,2/2/16,Tuesday,4,114
Brooklyn,2/2/16,Tuesday,20,288
Brooklyn,2/2/16,Tuesday,15,87
Queens,2/2/16,Tuesday,6,499
Queens,2/2/16,Tuesday,7,853
Brooklyn,2/2/16,Tuesday,17,115
Manhattan,2/2/16,Tuesday,2,2208
Manhattan,2/2/16,Tuesday,5,3235
Brooklyn,2/2/16,Tuesday,10,81
Manhattan,2/2/16,Tuesday,14,16706
Queens,2/2/16,Tuesday,2,92
Brooklyn,2/2/16,Tuesday,11,70
Manhattan,2/2/16,Tuesday,17,18401
Brooklyn,2/2/16,Tuesday,14,108
Queens,2/2/16,Tuesday,11,748
Queens,2/2/16,Tuesday,14,1051
Brooklyn,2/2/16,Tuesday,5,73
Manhattan,2/2/16,Tuesday,16,15066
Manhattan,2/2/16,Tuesday,19,22140
Manhattan,2/2/16,Tuesday,23,12633
Queens,2/2/16,Tuesday,9,866
Manhattan,2/2/16,Tuesday,7,17123
Manhattan,2/2/16,Tuesday,11,15399
Queens,2/2/16,Tuesday,16,929
Brooklyn,2/2/16,Tuesday,7,273
Queens,2/2/16,Tuesday,17,1078
Brooklyn,2/2/16,Tuesday,3,76
Manhattan,2/2/16,Tuesday,3,1461
Manhattan,2/2/16,Tuesday,21,21726
Manhattan,2/2/16,Tuesday,20,21925
Brooklyn,2/2/16,Tuesday,8,317
Queens,2/2/16,Tuesday,0,457
Brooklyn,2/2/16,Tuesday,13,68
Brooklyn,2/2/16,Tuesday,4,78
Brooklyn,2/2/16,Tuesday,1,174
Queens,2/2/16,Tuesday,15,1149
Brooklyn,2/2/16,Tuesday,0,245
Brooklyn,2/2/16,Tuesday,19,222
Brooklyn,2/2/16,Tuesday,12,81
Brooklyn,2/2/16,Tuesday,2,120
Brooklyn,2/2/16,Tuesday,21,409
Manhattan,2/2/16,Tuesday,18,22848
Manhattan,2/2/16,Tuesday,12,16024
Manhattan,2/2/16,Tuesday,6,9224
Queens,2/2/16,Tuesday,22,1021
Manhattan,2/2/16,Tuesday,10,15803
Queens,2/2/16,Tuesday,3,94
Queens,2/2/16,Tuesday,5,434
Queens,2/2/16,Tuesday,20,1228
Queens,2/2/16,Tuesday,13,838
Brooklyn,2/2/16,Tuesday,6,169
Queens,2/2/16,Tuesday,8,852
Queens,2/2/16,Tuesday,19,1134
Queens,2/2/16,Tuesday,12,674
Brooklyn,2/2/16,Tuesday,16,66
Manhattan,2/2/16,Tuesday,4,1757
Brooklyn,2/2/16,Tuesday,23,406
Manhattan,2/2/16,Tuesday,22,19460
Queens,2/2/16,Tuesday,10,1087
Manhattan,2/2/16,Tuesday,8,20170
Manhattan,2/2/16,Tuesday,15,16895
Brooklyn,2/2/16,Tuesday,22,406
Brooklyn,2/2/16,Tuesday,18,167
Manhattan,2/2/16,Tuesday,1,3519
Queens,2/2/16,Tuesday,23,836
Queens,2/2/16,Tuesday,1,192
Queens,2/2/16,Tuesday,21,1170
Manhattan,2/2/16,Tuesday,0,6041
Manhattan,2/2/16,Tuesday,9,18245
Queens,3/2/16,Wednesday,22,878
Brooklyn,3/2/16,Wednesday,21,306
Brooklyn,3/2/16,Wednesday,15,91
Manhattan,3/2/16,Wednesday,20,20637
Queens,3/2/16,Wednesday,7,831
Queens,3/2/16,Wednesday,18,1006
Manhattan,3/2/16,Wednesday,15,18217
Queens,3/2/16,Wednesday,11,826
Queens,3/2/16,Wednesday,0,527
Queens,3/2/16,Wednesday,10,794
Manhattan,3/2/16,Wednesday,1,4481
Brooklyn,3/2/16,Wednesday,22,353
Queens,3/2/16,Wednesday,3,109
Manhattan,3/2/16,Wednesday,9,19247
Brooklyn,3/2/16,Wednesday,11,70
Queens,3/2/16,Wednesday,4,116
Brooklyn,3/2/16,Wednesday,2,115
Brooklyn,3/2/16,Wednesday,3,87
Manhattan,3/2/16,Wednesday,0,7850
Brooklyn,3/2/16,Wednesday,5,82
Queens,3/2/16,Wednesday,21,772
Brooklyn,3/2/16,Wednesday,4,83
Queens,3/2/16,Wednesday,19,993
Brooklyn,3/2/16,Wednesday,14,112
Manhattan,3/2/16,Wednesday,4,1916
Manhattan,3/2/16,Wednesday,3,1904
Manhattan,3/2/16,Wednesday,10,16131
Manhattan,3/2/16,Wednesday,12,18337
Brooklyn,3/2/16,Wednesday,19,201
Queens,3/2/16,Wednesday,6,520
Manhattan,3/2/16,Wednesday,14,19537
Manhattan,3/2/16,Wednesday,7,18429
Queens,3/2/16,Wednesday,20,1060
Manhattan,3/2/16,Wednesday,18,20762
Brooklyn,3/2/16,Wednesday,12,85
Brooklyn,3/2/16,Wednesday,1,199
Manhattan,3/2/16,Wednesday,22,17655
Brooklyn,3/2/16,Wednesday,7,325
Manhattan,3/2/16,Wednesday,19,21999
Brooklyn,3/2/16,Wednesday,18,179
Brooklyn,3/2/16,Wednesday,17,106
Manhattan,3/2/16,Wednesday,2,2932
Brooklyn,3/2/16,Wednesday,6,185
Manhattan,3/2/16,Wednesday,23,13225
Queens,3/2/16,Wednesday,14,860
Manhattan,3/2/16,Wednesday,5,3251
Manhattan,3/2/16,Wednesday,11,15979
Manhattan,3/2/16,Wednesday,13,19011
Queens,3/2/16,Wednesday,8,667
Queens,3/2/16,Wednesday,17,980
Queens,3/2/16,Wednesday,2,104
Brooklyn,3/2/16,Wednesday,9,182
Brooklyn,3/2/16,Wednesday,23,439
Brooklyn,3/2/16,Wednesday,13,106
Queens,3/2/16,Wednesday,5,352
Brooklyn,3/2/16,Wednesday,20,226
Queens,3/2/16,Wednesday,23,1164
Brooklyn,3/2/16,Wednesday,10,63
Manhattan,3/2/16,Wednesday,21,20379
Queens,3/2/16,Wednesday,16,999
Brooklyn,3/2/16,Wednesday,16,79
Queens,3/2/16,Wednesday,9,787
Manhattan,3/2/16,Wednesday,17,17066
Manhattan,3/2/16,Wednesday,8,21480
Brooklyn,3/2/16,Wednesday,8,371
Brooklyn,3/2/16,Wednesday,0,346
Queens,3/2/16,Wednesday,1,213
Queens,3/2/16,Wednesday,15,877
Manhattan,3/2/16,Wednesday,16,14143
Queens,3/2/16,Wednesday,13,769
Queens,3/2/16,Wednesday,12,725
Manhattan,3/2/16,Wednesday,6,9400
Brooklyn,4/2/16,Thursday,7,300
Queens,4/2/16,Thursday,8,673
Queens,4/2/16,Thursday,23,1171
Queens,4/2/16,Thursday,2,107
Queens,4/2/16,Thursday,17,1111
Brooklyn,4/2/16,Thursday,10,67
Manhattan,4/2/16,Thursday,19,24408
Manhattan,4/2/16,Thursday,14,18370
Brooklyn,4/2/16,Thursday,17,115
Brooklyn,4/2/16,Thursday,2,183
Queens,4/2/16,Thursday,21,1368
Manhattan,4/2/16,Thursday,8,21362
Manhattan,4/2/16,Thursday,7,17875
Brooklyn,4/2/16,Thursday,11,74
Manhattan,4/2/16,Thursday,4,2106
Brooklyn,4/2/16,Thursday,13,74
Queens,4/2/16,Thursday,14,1187
Manhattan,4/2/16,Thursday,21,23705
Manhattan,4/2/16,Thursday,2,2986
Manhattan,4/2/16,Thursday,3,1992
Queens,4/2/16,Thursday,10,805
Queens,4/2/16,Thursday,12,656
Brooklyn,4/2/16,Thursday,16,84
Queens,4/2/16,Thursday,5,365
Manhattan,4/2/16,Thursday,5,3400
Brooklyn,4/2/16,Thursday,19,252
Brooklyn,4/2/16,Thursday,6,198
Manhattan,4/2/16,Thursday,1,4875
Manhattan,4/2/16,Thursday,16,14685
Brooklyn,4/2/16,Thursday,4,94
Manhattan,4/2/16,Thursday,6,9663
Manhattan,4/2/16,Thursday,15,17740
Brooklyn,4/2/16,Thursday,22,468
Queens,4/2/16,Thursday,22,1224
Brooklyn,4/2/16,Thursday,14,92
Brooklyn,4/2/16,Thursday,5,71
Queens,4/2/16,Thursday,4,112
Queens,4/2/16,Thursday,13,855
Brooklyn,4/2/16,Thursday,1,203
Queens,4/2/16,Thursday,15,1082
Brooklyn,4/2/16,Thursday,3,119
Queens,4/2/16,Thursday,3,91
Brooklyn,4/2/16,Thursday,15,111
Manhattan,4/2/16,Thursday,0,7986
Brooklyn,4/2/16,Thursday,18,185
Brooklyn,4/2/16,Thursday,0,362
Manhattan,4/2/16,Thursday,18,23430
Brooklyn,4/2/16,Thursday,8,363
Brooklyn,4/2/16,Thursday,12,88
Queens,4/2/16,Thursday,1,316
Queens,4/2/16,Thursday,11,756
Manhattan,4/2/16,Thursday,22,22022
Manhattan,4/2/16,Thursday,20,24230
Queens,4/2/16,Thursday,16,1060
Manhattan,4/2/16,Thursday,10,16489
Queens,4/2/16,Thursday,19,1192
Queens,4/2/16,Thursday,18,1044
Queens,4/2/16,Thursday,9,810
Manhattan,4/2/16,Thursday,11,15937
Brooklyn,4/2/16,Thursday,20,286
Manhattan,4/2/16,Thursday,9,19513
Manhattan,4/2/16,Thursday,13,16930
Brooklyn,4/2/16,Thursday,9,152
Manhattan,4/2/16,Thursday,17,18768
Queens,4/2/16,Thursday,7,713
Manhattan,4/2/16,Thursday,23,17888
Brooklyn,4/2/16,Thursday,21,361
Brooklyn,4/2/16,Thursday,23,545
Manhattan,4/2/16,Thursday,12,16856
Queens,4/2/16,Thursday,6,549
Queens,4/2/16,Thursday,20,1246
Queens,4/2/16,Thursday,0,1175
Manhattan,5/2/16,Friday,7,17159
Brooklyn,5/2/16,Friday,12,110
Brooklyn,5/2/16,Friday,5,97
Manhattan,5/2/16,Friday,13,15444
Queens,5/2/16,Friday,12,621
Brooklyn,5/2/16,Friday,6,257
Queens,5/2/16,Friday,8,792
Manhattan,5/2/16,Friday,5,3759
Brooklyn,5/2/16,Friday,20,258
Queens,5/2/16,Friday,10,429
Manhattan,5/2/16,Friday,22,23200
Queens,5/2/16,Friday,0,476
Manhattan,5/2/16,Friday,3,3641
Brooklyn,5/2/16,Friday,7,372
Manhattan,5/2/16,Friday,4,2960
Queens,5/2/16,Friday,21,1207
Brooklyn,5/2/16,Friday,18,254
Queens,5/2/16,Friday,1,215
Brooklyn,5/2/16,Friday,9,240
Queens,5/2/16,Friday,6,578
Brooklyn,5/2/16,Friday,22,517
Brooklyn,5/2/16,Friday,3,164
Manhattan,5/2/16,Friday,18,25099
Brooklyn,5/2/16,Friday,16,79
Brooklyn,5/2/16,Friday,1,342
Manhattan,5/2/16,Friday,14,16889
Queens,5/2/16,Friday,17,1327
Manhattan,5/2/16,Friday,15,17571
Manhattan,5/2/16,Friday,9,18286
Brooklyn,5/2/16,Friday,15,128
Queens,5/2/16,Friday,5,366
Queens,5/2/16,Friday,9,583
Queens,5/2/16,Friday,15,1123
Brooklyn,5/2/16,Friday,19,352
Manhattan,5/2/16,Friday,21,21936
Brooklyn,5/2/16,Friday,10,119
Manhattan,5/2/16,Friday,10,16028
Brooklyn,5/2/16,Friday,11,86
Queens,5/2/16,Friday,2,156
Brooklyn,5/2/16,Friday,2,229
Queens,5/2/16,Friday,20,1317
Queens,5/2/16,Friday,18,1138
Queens,5/2/16,Friday,4,150
Queens,5/2/16,Friday,11,494
Queens,5/2/16,Friday,3,113
Queens,5/2/16,Friday,19,1267
Brooklyn,5/2/16,Friday,13,101
